Results from heasarc_batsegrb: CGRO/BATSE Gamma-Ray Burst Catalog
Coordinate system:  Equatorial
 trigger_num t90      fluence_1  fluence_2  fluence_3  fluence_4  
       04757 NaN NaN NaN NaN NaN 
       02039    1.600 NaN NaN NaN NaN 
       02801    0.256 0.0000e+00 7.2416e-09 2.0377e-08 9.1878e-09 
       03012    9.920 1.9357e-07 2.7554e-07 6.9920e-07 0.0000e+00 
       02286 NaN NaN NaN NaN NaN 
       04469 NaN NaN NaN NaN NaN 
       08102   38.976 2.8753e-07 2.3404e-07 4.9364e-07 8.3397e-08 
       02273    0.224 3.8153e-08 8.5498e-08 5.3248e-07 2.1830e-06 
       03070   20.704 3.9170e-07 6.7649e-07 2.1112e-06 3.8962e-06 
       01615 NaN NaN NaN NaN NaN 
       02603   24.704 1.9472e-06 2.5951e-06 3.5815e-06 1.2652e-06 
       06691 NaN NaN NaN NaN NaN 
       00404  123.392 7.2018e-07 1.0010e-06 1.8912e-06 1.6119e-06 
       06397   36.352 1.9797e-06 3.1388e-06 8.3591e-06 7.5957e-06 
       03132   20.736 4.5643e-07 6.5612e-07 6.5823e-07 0.0000e+00 
       02437   15.904 9.2955e-08 1.1791e-07 5.2536e-07 1.9367e-07 
       00107  208.576 5.5032e-08 5.6918e-08 5.9237e-08 7.6854e-08 
       06211    0.070 NaN NaN NaN NaN 
       02954 NaN NaN NaN NaN NaN 
       02927   34.336 3.8600e-07 3.6615e-07 5.9488e-07 0.0000e+00 
       02151   19.200 1.2076e-06 1.6556e-06 9.9194e-06 5.3832e-05 
       01692 NaN NaN NaN NaN NaN 
       01574  107.904 6.2272e-07 7.4263e-07 1.5801e-06 5.5680e-06 
       05518   51.904 7.5193e-07 8.3008e-07 2.4476e-06 3.3770e-06 
       02846    0.064 5.6436e-09 1.1079e-08 4.8296e-08 6.3780e-08 
       05533    0.768 3.8379e-08 5.1130e-08 6.9545e-07 4.4078e-06 
       06409   17.792 3.4270e-07 2.7577e-07 3.3827e-07 0.0000e+00 
       02498 NaN NaN NaN NaN NaN 
       05599    0.598 2.3336e-08 4.4513e-08 2.9508e-07 1.4118e-06 
       05526   72.448 1.5681e-06 2.1505e-06 6.4139e-06 1.0044e-05 
       00752    5.440 1.0298e-07 1.3524e-07 2.9301e-07 1.9343e-07 
       06451    3.328 8.5118e-07 1.0397e-06 3.0522e-06 4.5711e-06 
       06118   55.808 3.3763e-07 5.4003e-07 9.7948e-07 0.0000e+00 
       05316    0.072 NaN NaN NaN NaN 
       07335   43.392 3.7337e-07 3.6712e-07 1.5751e-06 5.4848e-06 
       01694    0.388 1.4568e-08 1.1928e-08 1.2451e-07 4.8920e-07 
       08001   75.136 1.4406e-06 1.7402e-06 4.2126e-06 8.4421e-06 
       03152    1.793 2.0609e-07 3.1567e-07 1.9064e-06 9.8448e-06 
       01968    0.704 1.2710e-08 9.1285e-09 7.8388e-08 1.6133e-07 
       07530    2.560 4.7936e-07 6.3845e-07 1.6924e-06 4.6646e-07 
       05528    0.855 1.4106e-08 2.7707e-08 1.7940e-07 1.0581e-06 
       06625  111.424 4.3846e-06 3.8401e-06 5.8226e-06 0.0000e+00 
       00547    0.512 8.1305e-09 3.2055e-08 1.8662e-07 3.2394e-07 
       03537 NaN NaN NaN NaN NaN 
       06562    1.472 1.3647e-08 2.0480e-08 5.8342e-08 0.0000e+00 
       06274   66.176 5.1300e-06 5.8423e-06 1.5685e-05 1.6124e-05 
       02311   26.400 2.3034e-07 2.2530e-07 4.8736e-07 2.0512e-06 
       02322 NaN NaN NaN NaN NaN 
       03105   27.712 6.6976e-07 1.5209e-06 8.5346e-06 5.7684e-06 
       02499 NaN NaN NaN NaN NaN 
       05740    1.146 6.4729e-09 1.5295e-08 6.6719e-08 4.9960e-07 
       03954   29.696 1.1286e-06 1.5937e-06 6.0586e-06 1.8745e-05 
       03728    0.536 4.3299e-09 1.5812e-08 6.4103e-08 2.6146e-08 
       05553 NaN NaN NaN NaN NaN 
       06521   41.280 9.1815e-07 9.8416e-07 2.3628e-06 1.7334e-07 
       06532 NaN NaN NaN NaN NaN 
       03257   63.616 1.5613e-06 2.2702e-06 8.4091e-06 2.3650e-06 
       02725   11.328 2.1180e-08 9.5644e-08 3.0113e-07 1.7196e-06 
       03055   40.640 1.3816e-06 2.5461e-06 4.4669e-06 0.0000e+00 
       02620   18.880 4.6149e-07 5.4495e-07 1.0653e-06 0.0000e+00 
       03144    6.656 3.9626e-08 8.4497e-08 3.2017e-07 1.8638e-06 
       07106    0.523 1.3269e-08 1.2722e-08 1.0875e-07 1.1373e-06 
       08113 NaN NaN NaN NaN NaN 
       07477  100.544 2.5164e-06 3.4039e-06 8.7357e-06 2.5087e-05 
       03294    2.389 6.1734e-08 6.4091e-08 6.2769e-07 4.0837e-06 
       02641    2.304 2.5918e-07 2.9153e-07 3.8984e-07 1.9546e-06 
       01550 NaN NaN NaN NaN NaN 
       03291 NaN NaN NaN NaN NaN 
       06944 NaN 3.8980e-06 6.5707e-06 1.1062e-05 8.3209e-05 
       06522  377.984 2.2080e-07 2.5881e-07 5.5237e-07 4.7210e-07 
       02352    0.960 1.0295e-08 1.8961e-08 5.9662e-08 5.4118e-08 
       02329   22.144 4.6347e-06 1.1305e-05 5.4578e-05 3.1066e-04 
       02345   88.960 3.0911e-07 5.4688e-07 1.5326e-06 3.1506e-06 
       01086   22.592 2.0965e-07 1.8878e-07 4.0625e-07 0.0000e+00 
       01472   15.744 4.6370e-07 7.7537e-07 1.8402e-06 2.0049e-06 
       01760    0.576 3.5367e-08 7.2355e-08 3.5251e-07 7.3099e-07 
       05419   22.784 8.8659e-07 9.1729e-07 1.6588e-06 6.0703e-08 
       07825    8.640 1.0790e-07 1.0119e-07 1.9790e-07 0.0000e+00 
       02681   55.456 6.8167e-07 1.2202e-06 5.3943e-06 0.0000e+00 
       01641 NaN NaN NaN NaN NaN 
       03129   20.128 3.1487e-07 3.4907e-07 7.5485e-07 0.0000e+00 
       06262 NaN NaN NaN NaN NaN 
       07164   22.528 3.2372e-08 4.0310e-08 5.6421e-08 0.0000e+00 
       01452   12.160 9.2702e-08 2.5269e-07 6.5177e-07 2.2381e-07 
       05595 NaN 1.6706e-08 2.8027e-08 2.0970e-07 6.4663e-07 
       07503   86.848 4.0180e-06 3.8441e-06 1.0338e-05 1.5316e-05 
       07173    0.966 1.5045e-08 2.0117e-08 1.8636e-07 1.6896e-06 
       01197   23.744 7.7888e-07 9.8618e-07 1.4680e-06 4.9286e-08 
       08087  164.352 2.4292e-06 2.6987e-06 1.1756e-05 7.2102e-05 
       06480 NaN NaN NaN NaN NaN 
       06389 NaN 3.8037e-06 3.6476e-06 1.2298e-05 2.2028e-05 
       05633    0.253 9.1230e-09 2.3295e-08 6.3264e-08 0.0000e+00 
       07563    7.680 2.5986e-08 4.2723e-08 3.0004e-07 2.0900e-07 
       06525   48.320 2.5599e-06 3.3881e-06 1.3470e-05 8.1033e-06 
       01480 NaN 4.2351e-07 9.1331e-07 4.6284e-06 1.7653e-05 
       03139    6.080 1.1602e-07 2.0428e-07 2.7799e-07 0.0000e+00 
       03848 NaN NaN NaN NaN NaN 
       07475   91.136 8.4000e-06 1.0143e-05 2.0233e-05 1.4213e-05 
       04871    0.384 4.4165e-09 1.1845e-08 8.2989e-08 5.4925e-08 
       06398    1.989 6.3558e-09 3.1958e-09 6.9525e-08 5.6484e-07 
       06004   48.448 1.5791e-06 1.3475e-06 2.5851e-06 7.9474e-07 
       01524   27.392 NaN NaN NaN NaN 
       05429  200.192 1.2494e-06 1.1003e-06 4.1481e-06 7.9685e-06 
       04569    6.080 1.9164e-07 2.6644e-07 1.1249e-06 1.1877e-06 
       00907  158.080 2.6049e-06 3.4927e-06 8.2448e-06 1.9172e-06 
       06975 NaN NaN NaN NaN NaN 
       02944    5.184 1.7291e-07 2.9224e-07 1.2760e-06 1.2198e-06 
       01708 NaN NaN NaN NaN NaN 
       01800 NaN NaN NaN NaN NaN 
       02988    4.672 7.1171e-08 1.1308e-07 5.7215e-07 2.8022e-06 
       05418 NaN NaN NaN NaN NaN 
       03249 NaN NaN NaN NaN NaN 
       06829 NaN NaN NaN NaN NaN 
       07810   58.880 6.8283e-07 7.4625e-07 4.5618e-06 2.6076e-05 
       07569 NaN NaN NaN NaN NaN 
       02507 NaN NaN NaN NaN NaN 
       02698 NaN NaN NaN NaN NaN 
       06673   18.304 2.7334e-07 3.2051e-07 8.2185e-07 0.0000e+00 
       05586 NaN NaN NaN NaN NaN 
       07520   42.752 2.1117e-06 2.2425e-06 7.3157e-06 8.0451e-06 
       07793    1.093 5.5370e-08 8.2355e-08 6.4441e-07 4.9384e-06 
       06347    0.448 2.2943e-09 1.0277e-08 8.7961e-08 7.7617e-08 
       06263    1.984 1.2674e-07 1.3450e-07 3.0859e-07 0.0000e+00 
       01556 NaN NaN NaN NaN NaN 
       01328 NaN 1.5422e-06 1.5038e-06 1.9462e-06 0.0000e+00 
       03921    0.464 7.4526e-09 2.6496e-08 2.8999e-07 1.0218e-06 
       03340    1.016 2.8174e-08 3.4327e-08 1.4325e-07 3.3893e-07 
       02619  152.064 1.4816e-06 1.9959e-06 3.8791e-06 1.3003e-05 
       03467 NaN 1.4217e-07 2.1277e-07 7.4630e-07 2.1474e-07 
       02943 NaN NaN NaN NaN NaN 
       05725   40.640 4.6057e-07 6.5089e-07 2.8025e-06 1.4664e-05 
       03335    1.254 1.0877e-08 1.1988e-08 1.0201e-07 5.5887e-07 
       03251   49.024 NaN NaN NaN NaN 
       02152    4.416 1.6617e-07 1.5585e-07 4.4889e-08 0.0000e+00 
       01676   52.800 2.8746e-06 5.0837e-06 1.5221e-05 1.2204e-05 
       05618   22.144 1.1580e-07 1.1678e-07 5.4073e-07 3.6528e-06 
       00451   15.168 3.0934e-06 4.2095e-06 7.0203e-06 6.9350e-06 
       01704    9.664 6.9420e-08 1.4690e-07 1.6811e-07 2.0713e-06 
       03476    2.432 8.7425e-09 0.0000e+00 1.0450e-07 4.4741e-07 
       05566   39.840 8.5894e-07 8.8524e-07 3.6057e-06 7.8693e-06 
       07744   70.016 2.6247e-06 2.4183e-06 2.4436e-06 1.2600e-06 
       02881   70.336 NaN NaN NaN NaN 
       02615    0.028 2.8440e-09 5.1433e-09 2.7900e-08 1.3932e-07 
       07695   19.392 1.8011e-06 2.9198e-06 1.8842e-05 9.9388e-05 
       06323   20.352 2.0640e-07 1.9935e-07 3.4372e-07 1.2553e-06 
       05486   86.720 6.7402e-06 7.8866e-06 2.6133e-05 5.2081e-05 
       01506 NaN NaN NaN NaN NaN 
       02385   17.856 6.7466e-08 2.3766e-07 8.3237e-07 0.0000e+00 
       03369   49.696 1.3278e-06 9.9803e-07 1.0782e-06 0.0000e+00 
       03843   50.528 1.0604e-06 2.1540e-06 6.8898e-06 3.0557e-06 
       05531   33.920 1.0451e-06 8.7836e-07 1.8938e-06 6.0673e-07 
       07366    0.099 2.0354e-08 2.3502e-08 1.3842e-07 9.4269e-07 
       01722 NaN NaN NaN NaN NaN 
       03248   84.160 1.3874e-08 7.1015e-09 1.2827e-07 9.2496e-07 
       06452    0.540 4.4513e-09 1.1288e-08 4.1796e-08 1.3771e-08 
       02018   16.128 7.1485e-07 7.8303e-07 8.6516e-07 0.0000e+00 
       03005   26.880 3.3958e-07 4.0002e-07 1.1026e-06 2.4716e-06 
       02952    0.680 2.4231e-08 4.1328e-08 3.3258e-07 2.0549e-06 
       03804 NaN NaN NaN NaN NaN 
       08027    1.536 4.8129e-08 5.7076e-08 4.1125e-07 5.0844e-06 
       02815  131.744 1.4696e-06 1.5301e-06 8.9321e-07 1.3491e-05 
       07332 NaN NaN NaN NaN NaN 
       00820   31.680 1.5737e-07 2.1112e-07 1.7333e-06 2.6145e-06 
       02432   13.632 4.2620e-07 4.3713e-07 1.1899e-06 2.0356e-06 
       02483 NaN NaN NaN NaN NaN 
       07812 NaN 4.4382e-09 3.4421e-09 1.1172e-08 0.0000e+00 
       07213   61.120 8.6172e-07 6.6785e-07 1.0576e-06 4.8465e-06 
       07328   63.808 2.1131e-06 1.6922e-06 1.7741e-06 1.5692e-06 
       07453    0.476 2.2830e-09 8.6637e-09 3.8014e-08 2.9052e-08 
       02514    0.200 1.0405e-07 2.0922e-07 8.9344e-07 2.1639e-06 
       00373    1.536 3.2774e-09 1.0944e-08 2.0065e-07 6.1125e-08 
       05420   51.552 5.3819e-07 4.2317e-07 1.1632e-06 5.3270e-06 
       02389 NaN 2.9489e-06 5.8157e-06 1.5275e-05 2.7132e-06 
       06228   30.400 1.4878e-08 5.7432e-08 1.4351e-07 3.1951e-07 
       02500   70.912 9.5517e-07 1.3453e-06 3.1261e-06 4.8832e-06 
       02521 NaN NaN NaN NaN NaN 
       03642    0.704 2.7370e-08 6.0079e-08 2.4290e-07 4.2963e-07 
       03156  300.000 2.3597e-06 1.9186e-06 2.9906e-06 2.4801e-06 
       01142 NaN 3.6394e-09 6.3648e-09 3.5392e-08 0.0000e+00 
       01660   53.888 8.2200e-07 9.9560e-07 1.7824e-06 8.1286e-07 
       08112   14.976 1.2949e-07 1.4960e-07 3.0312e-07 1.0930e-07 
       05529    1.015 1.9400e-08 4.3491e-08 2.6281e-07 3.0405e-07 
       00133  182.016 7.4327e-07 7.4700e-07 2.4223e-06 1.8328e-06 
       06880   10.688 9.6328e-08 1.8371e-07 5.2871e-07 2.5993e-07 
       01196  162.944 1.0954e-07 2.4734e-07 1.0187e-06 7.1273e-07 
       03246   54.464 1.2230e-06 7.7680e-07 1.7392e-06 1.4603e-06 
       03788   65.728 4.3428e-06 5.3015e-06 1.5549e-05 1.7465e-05 
       03800   22.016 1.8520e-07 2.6379e-07 4.4321e-07 0.0000e+00 
       03114    0.896 5.5208e-09 1.7434e-08 8.9414e-08 0.0000e+00 
       02788    0.872 1.4933e-08 3.1559e-08 2.0339e-07 4.8941e-07 
       01192   42.240 2.5195e-07 3.2337e-07 6.0805e-07 1.0223e-07 
       07290    6.287 3.6822e-08 5.5311e-08 5.4248e-07 6.0036e-06 
       06689    0.192 1.8934e-08 1.0602e-08 6.6070e-08 3.2499e-07 
       05515   49.728 3.6596e-07 5.7201e-07 1.3125e-06 2.0467e-06 
       02834    0.680 3.0344e-08 7.0845e-08 5.0818e-07 2.3797e-06 
       06699 NaN NaN NaN NaN NaN 
       03026   11.008 2.7207e-07 3.1840e-07 7.1509e-07 8.6657e-07 
       07487   14.848 3.7862e-07 3.0417e-07 6.0803e-07 0.0000e+00 
       02460    4.352 1.5813e-07 1.7188e-07 2.3214e-07 0.0000e+00 
       06651 NaN NaN NaN NaN NaN 
       02115    0.508 1.7161e-08 2.2623e-08 8.2464e-08 8.0409e-08 
       03097 NaN NaN NaN NaN NaN 
       00222   73.088 7.8081e-07 1.0401e-06 2.7646e-06 2.5434e-06 
       02371   18.112 1.2917e-06 2.4703e-06 6.9101e-06 7.8031e-06 
       05433   75.968 4.4573e-07 5.8913e-07 1.4542e-06 3.5915e-06 
       03598    6.080 2.2781e-07 3.6043e-07 1.0876e-06 1.0991e-06 
       02862   41.824 2.2157e-08 3.1883e-08 7.6879e-08 2.3673e-07 
       06395   18.048 2.1588e-08 2.2436e-08 1.3941e-07 1.5959e-06 
       07997   16.704 4.0532e-07 5.5720e-07 1.8017e-06 2.0572e-06 
       02776    1.953 0.0000e+00 2.8243e-08 1.8295e-07 0.0000e+00 
       07495    0.839 8.8224e-09 1.2222e-08 3.8879e-08 7.9207e-08 
       02614    0.296 4.2605e-08 5.6713e-08 3.3378e-07 2.4279e-06 
       02950   27.584 6.4535e-07 7.6846e-07 1.7012e-06 0.0000e+00 
       01588    0.384 7.2808e-09 2.0478e-08 1.0335e-07 6.9017e-07 
       02197   39.936 4.3798e-07 7.9467e-07 1.8342e-06 1.0571e-06 
       01970 NaN NaN NaN NaN NaN 
       01697 NaN NaN NaN NaN NaN 
       05565   12.832 1.4890e-07 1.2856e-07 1.4292e-07 0.0000e+00 
       00228   12.352 1.3305e-07 1.2437e-07 1.7675e-07 4.7203e-08 
       05475   72.800 4.4474e-07 5.4926e-07 1.9830e-06 3.7552e-06 
       06682    0.110 4.5764e-09 8.1051e-09 1.6709e-08 8.7001e-08 
       05465    3.904 9.3056e-08 1.0561e-07 1.4856e-07 0.0000e+00 
       03935   27.232 1.1222e-07 1.4681e-07 4.2270e-07 6.4303e-06 
       01406   19.968 1.0039e-06 1.1918e-06 1.9958e-06 6.0216e-06 
       07301  174.464 3.2189e-05 3.7188e-05 1.2977e-04 4.1220e-04 
       07660  131.456 2.1121e-06 3.4014e-06 1.2946e-05 3.3595e-05 
       02449    0.208 4.2555e-09 3.7993e-09 3.6945e-08 2.6869e-07 
       07754    0.174 1.5544e-08 1.9970e-08 5.6101e-08 1.2328e-08 
       07369  103.680 7.2301e-07 1.2398e-06 3.6242e-06 7.3249e-06 
       06580    2.816 4.8421e-08 1.1514e-07 3.6432e-07 7.4799e-07 
       06558 NaN NaN NaN NaN NaN 
       00686   11.136 2.1518e-07 1.7556e-07 5.7561e-07 1.2817e-06 
       01988 NaN NaN NaN NaN NaN 
       06351   36.096 6.9533e-07 7.8747e-07 2.0878e-06 1.0051e-06 
       04146   42.592 8.9847e-07 1.0648e-06 1.4474e-06 1.1483e-06 
       03171   57.216 2.6401e-07 6.7171e-07 3.2972e-06 1.3177e-05 
       07481   18.240 3.6430e-07 3.3076e-07 8.1083e-07 0.0000e+00 
       07170   99.584 2.5985e-06 3.9783e-06 1.8571e-05 1.2526e-04 
       02125    0.223 4.0941e-08 8.5848e-08 5.2013e-07 3.9092e-06 
       07706    0.118 1.0725e-08 2.2950e-08 8.1957e-08 5.9110e-07 
       06601  269.440 7.6710e-07 8.0870e-07 1.9162e-06 1.7239e-06 
       06176   14.144 4.3150e-07 2.8384e-07 3.6095e-07 0.0000e+00 
       05413 NaN 2.6976e-06 3.9106e-06 8.2790e-06 2.6608e-06 
       06753    4.544 4.1121e-08 5.3431e-08 3.3902e-07 3.0256e-06 
       07770    4.992 3.8894e-07 4.9165e-07 8.5388e-07 7.8680e-07 
       02121   16.256 NaN NaN NaN NaN 
       07707   74.176 1.1474e-06 9.4831e-07 1.0810e-06 5.2940e-06 
       03939    1.717 1.4975e-07 1.3214e-07 1.4027e-07 5.2575e-07 
       06148 NaN 1.8242e-07 2.8529e-07 1.2613e-06 2.5001e-06 
       08099   15.488 1.4533e-06 1.3279e-06 2.6040e-06 1.1885e-06 
       01128    0.295 1.8681e-09 5.9393e-09 1.8798e-08 0.0000e+00 
       02161    0.177 2.1318e-09 5.7399e-09 4.6474e-08 1.4651e-07 
       05472   55.136 7.9977e-07 6.8751e-07 1.6584e-06 8.6549e-07 
       03503   26.400 2.4475e-07 3.0200e-07 6.9511e-07 8.4663e-08 
       06428   12.288 NaN NaN NaN NaN 
       06162 NaN NaN NaN NaN NaN 
       05614    5.312 1.3619e-05 2.1693e-05 8.6713e-05 1.3837e-04 
       00130   61.952 3.1859e-06 4.8850e-06 1.3484e-05 1.7184e-05 
       07295   73.792 1.4241e-06 1.4266e-06 7.1707e-06 1.2323e-05 
       07550    8.768 5.2850e-07 5.6317e-07 1.1408e-06 1.5618e-06 
       08077    1.664 9.6611e-09 1.4523e-08 6.8931e-08 0.0000e+00 
       01667   27.200 2.5249e-07 3.9073e-07 4.7303e-07 0.0000e+00 
       07594 NaN NaN NaN NaN NaN 
       02890   51.584 9.1598e-07 1.4591e-06 7.6794e-06 3.8145e-05 
       02363 NaN NaN NaN NaN NaN 
       03762 NaN NaN NaN NaN NaN 
       03173    0.208 3.2156e-08 6.3283e-08 3.3855e-07 2.5100e-06 
       01289    0.681 2.3567e-08 3.4574e-08 1.1134e-07 1.5483e-07 
       03512   29.824 7.7997e-07 1.2546e-06 4.3273e-06 5.9230e-06 
       05432 NaN NaN NaN NaN NaN 
       06892  108.352 1.2058e-06 1.8289e-06 5.5990e-06 1.1889e-05 
       06927 NaN 3.2301e-07 4.0771e-07 9.5728e-07 3.0379e-08 
       00568    0.119 6.3392e-09 8.6291e-09 9.5281e-08 7.6674e-07 
       06322    4.864 3.9068e-07 3.2158e-07 4.9651e-07 2.1458e-07 
       02520 NaN NaN NaN NaN NaN 
       08111   14.592 9.5789e-07 9.8656e-07 3.0108e-06 4.5899e-06 
       06523   36.288 8.3258e-07 7.8524e-07 1.1733e-06 0.0000e+00 
       02447   64.288 5.1141e-07 7.5830e-07 7.0027e-07 1.4742e-06 
       06443    6.592 1.5520e-08 2.5823e-08 1.4054e-07 8.8860e-07 
       03128   32.192 2.7298e-06 7.1171e-06 3.6185e-05 6.1389e-05 
       06986 NaN NaN NaN NaN NaN 
       05459    0.336 8.5654e-09 1.0389e-08 3.4400e-08 0.0000e+00 
       03311 NaN NaN NaN NaN NaN 
       07457  106.048 7.5968e-07 1.3571e-06 4.9117e-06 1.3860e-05 
       02680    5.376 5.7695e-08 1.3914e-07 5.9502e-08 2.3190e-06 
       07273 NaN NaN NaN NaN NaN 
       07784    1.918 9.1376e-08 1.1724e-07 2.4842e-07 1.6867e-07 
       08097    1.002 1.2267e-08 1.5938e-08 9.7284e-08 1.3482e-06 
       03758 NaN NaN NaN NaN NaN 
       03328 NaN 3.9060e-08 4.3617e-08 8.7649e-08 3.7017e-07 
       07774 NaN NaN NaN NaN NaN 
       06520   69.504 8.0697e-07 4.5032e-07 7.7653e-07 0.0000e+00 
       02616 NaN NaN NaN NaN NaN 
       03160    3.072 3.0917e-08 4.4084e-08 5.7820e-07 0.0000e+00 
       02350 NaN NaN NaN NaN NaN 
       03781 NaN NaN NaN NaN NaN 
       07305    3.099 6.5039e-08 9.5624e-08 5.8573e-07 3.3580e-06 
       01422 NaN 1.4423e-06 1.8375e-06 2.0217e-06 4.8440e-06 
       08045   44.160 2.3098e-07 2.5073e-07 6.2502e-07 3.1035e-07 
       03100   45.248 1.9574e-06 2.0258e-06 1.5319e-06 0.0000e+00 
       02831  150.144 4.6075e-05 2.5628e-05 9.8158e-05 4.9183e-04 
       07514    6.336 9.1002e-09 1.1436e-08 5.6696e-08 0.0000e+00 
       02917   11.872 1.3055e-07 2.3176e-07 1.6426e-07 0.0000e+00 
       06542    1.024 1.5478e-08 1.5668e-08 6.8788e-08 4.8671e-07 
       03094    0.432 6.9805e-09 1.2077e-08 1.4517e-07 8.9737e-07 
       07608  151.360 6.8340e-07 1.2465e-06 3.0005e-06 0.0000e+00 
       07988    0.413 1.2822e-08 2.8001e-08 1.6584e-07 7.7251e-07 
       07693 NaN NaN NaN NaN NaN 
       07971 NaN NaN NaN NaN NaN 
       06789 NaN NaN NaN NaN NaN 
       07110   78.208 3.7082e-07 2.7962e-07 1.7820e-06 8.1551e-07 
       03668    0.176 1.3077e-08 1.3616e-08 1.2321e-07 2.7884e-06 
       06205    2.176 8.6640e-09 8.4153e-09 6.8424e-08 3.5459e-07 
       07376    9.216 1.1490e-07 1.1169e-07 2.8535e-07 0.0000e+00 
       06702   44.736 4.1251e-07 5.9742e-07 2.3743e-06 6.9378e-06 
       07009    0.192 2.3228e-08 3.9686e-08 2.5565e-07 3.4019e-06 
       03378    9.728 6.8595e-08 4.1475e-08 3.2478e-07 2.5216e-06 
       02213   61.888 8.7952e-07 1.2536e-06 3.5403e-06 3.6226e-06 
       01637    4.736 1.6831e-08 3.5391e-09 1.6397e-07 1.7421e-07 
       03751    0.535 4.8612e-09 3.2657e-08 1.9034e-07 3.8145e-07 
       06590  114.112 8.5773e-07 1.0829e-06 2.7025e-06 6.9562e-06 
       02077   62.528 4.6084e-07 6.4763e-07 1.3849e-06 0.0000e+00 
       03061 NaN NaN NaN NaN NaN 
       01741    0.578 3.4370e-09 1.5139e-08 7.2205e-08 2.0964e-07 
       07582 NaN NaN NaN NaN NaN 
       01636    2.048 5.9735e-08 1.3955e-07 3.1442e-07 1.7006e-08 
       03036    4.544 0.0000e+00 0.0000e+00 7.3440e-08 1.3567e-06 
       03812 NaN NaN NaN NaN NaN 
       02502    0.512 4.6575e-09 1.4367e-08 1.1607e-07 5.1495e-07 
       03644    0.776 8.7906e-08 1.5985e-07 4.0804e-07 3.8789e-07 
       07633 NaN NaN NaN NaN NaN 
       04350   52.000 2.3426e-06 1.9539e-06 4.5584e-06 4.7643e-06 
       07790  144.640 2.6805e-06 1.4685e-06 1.0750e-06 0.0000e+00 
       06283   15.616 7.1603e-07 2.7415e-07 4.1637e-07 0.0000e+00 
       02850    2.240 7.7567e-08 9.5167e-08 8.7924e-08 0.0000e+00 
       02423   11.520 1.6614e-07 2.4405e-07 4.3324e-07 2.4242e-08 
       05493   70.944 7.8334e-07 9.1654e-07 1.8501e-06 2.8873e-06 
       06204    3.136 7.1580e-09 1.6268e-08 3.5589e-08 1.5840e-08 
       07641 NaN NaN NaN NaN NaN 
       00647   59.584 1.6534e-06 4.0873e-06 1.0965e-05 4.1372e-06 
       07710    1.016 1.2777e-08 2.3170e-08 1.2046e-07 2.4531e-07 
       03879   30.880 4.7972e-07 5.4728e-07 9.6529e-07 4.0816e-07 
       08063  106.624 7.5785e-07 1.0015e-06 4.2791e-06 1.0094e-05 
       07486   22.016 2.7779e-07 2.7688e-07 7.7151e-07 9.6845e-08 
       07711   20.928 1.0673e-06 9.7737e-07 3.0134e-06 2.0437e-06 
       08022   22.528 1.4005e-06 1.4230e-06 2.7538e-06 3.9450e-06 
       02020 NaN NaN NaN NaN NaN 
       01976 NaN NaN NaN NaN NaN 
       01121 NaN 4.2305e-06 6.0669e-06 1.6675e-05 3.5797e-05 
       02984   32.832 8.2744e-07 1.4147e-06 7.2229e-06 2.4553e-05 
       03782    0.160 5.2929e-09 7.7021e-09 2.4249e-08 1.1744e-10 
       03217   44.832 7.8275e-07 6.5369e-07 2.0660e-06 2.5424e-06 
       01396   20.992 3.0881e-07 4.8122e-07 1.0195e-06 7.9767e-07 
       02736    5.065 6.5338e-07 7.6384e-07 1.9450e-06 3.8364e-06 
       06295  180.480 1.6856e-06 1.4238e-06 2.6845e-06 7.9280e-07 
       06166    0.192 6.0749e-09 9.1290e-09 6.4456e-08 0.0000e+00 
       03241   45.440 6.1468e-06 6.5960e-06 1.6216e-05 2.2404e-05 
       02408 NaN 2.5484e-07 1.0829e-07 1.3044e-07 1.3523e-06 
       03722    0.384 2.9236e-08 2.6881e-08 1.2050e-07 2.3296e-07 
       05512   90.336 2.0030e-06 3.4317e-06 1.1548e-05 3.4646e-05 
       00444    0.256 1.8878e-07 2.5921e-07 5.8230e-07 4.7278e-07 
       01721 NaN NaN NaN NaN NaN 
       05434   35.040 2.9848e-07 2.2453e-07 7.8282e-07 1.8691e-06 
       02253   19.648 3.5325e-07 5.2852e-07 1.5606e-06 1.0871e-07 
       00717   37.184 8.7034e-08 2.2051e-07 2.2629e-07 1.0244e-08 
       07924   64.704 2.4246e-08 4.9192e-08 2.0222e-07 1.0623e-06 
       01120    9.088 3.9826e-08 1.0816e-07 2.0391e-07 4.8247e-08 
       05570 NaN NaN NaN NaN NaN 
       07087   54.592 5.6803e-07 6.9708e-07 2.3674e-06 3.8228e-06 
       03146    1.963 4.8315e-08 1.4031e-07 3.9558e-07 1.8799e-06 
       02357    0.424 1.8109e-08 3.8841e-08 1.6559e-07 1.2546e-07 
       06154   49.344 5.3774e-07 9.1750e-07 2.2835e-06 0.0000e+00 
       02599    0.176 4.3734e-09 2.8408e-09 5.4765e-08 7.6941e-07 
       02891   60.736 1.5462e-06 2.6891e-06 1.4437e-05 8.3182e-05 
       00467   37.696 2.5973e-07 4.7777e-07 2.0835e-06 3.9194e-06 
       03080   48.608 2.6083e-07 1.5722e-07 7.2441e-07 7.8406e-06 
       06265    0.199 1.2232e-08 2.3870e-08 1.3028e-07 6.1505e-07 
